text,date,phase,source,cleaned_text
❤Brawo nie poddawajcie się wzywam policję wojsko do przyłączenia się do ludzi jesteśmy tacy sami dość ucisku 🇵🇱Polska jest z Wami,2025-09-18T04:23:41Z,after,youtube,brawo nie poddawajcie się wzywam policję wojsko do przyłączenia się do ludzi jesteśmy tacy sami dość ucisku polska jest z wami
Keta ho yo parichalit ho Zen Z pl Lipulekh ko mudda uthaunu result mili halda,2025-09-17T17:15:15Z,after,youtube,keta ho yo parichalit ho zen z pl lipulekh ko mudda uthaunu result mili halda
Police fire rubber bullets but find the post martem bullets in the body is original,2025-09-17T17:13:01Z,after,youtube,police fire rubber bullets but find the post martem bullets in the body is original
Pl enquiry this matter,2025-09-17T17:11:19Z,after,youtube,pl enquiry this matter
Zen Z 13 RDS fire of Nepal police but 52 RDS report of post Mart,2025-09-17T17:10:39Z,after,youtube,zen z rds fire of nepal police but rds report of post mart
Sachchha Nepali bhaye Lipulekh ko kura kina harayo,2025-09-17T17:08:52Z,after,youtube,sachchha nepali bhaye lipulekh ko kura kina harayo
Zen Z ko protest ma lipulekh kina xaina,2025-09-17T17:07:48Z,after,youtube,zen z ko protest ma lipulekh kina xaina
"its not about social media 
its main them is corruption 
so dont miss lead the public plz",2025-09-17T15:00:08Z,after,youtube,its not about social media its main them is corruption so dont miss lead the public plz
Gen z age is just 17,2025-09-17T14:00:12Z,after,youtube,gen z age is just
They are not gen z,2025-09-17T13:59:35Z,after,youtube,they are not gen z
"its called communist, thats why people are broke",2025-09-17T13:58:00Z,after,youtube,its called communist thats why people are broke
GOOD JOB NEPAL STUDENTS.,2025-09-17T13:49:48Z,after,youtube,good job nepal students
"Meanwhile, in America they're not showing this.",2025-09-17T07:18:28Z,after,youtube,meanwhile in america theyre not showing this
I’m sorry… do what to the pool?,2025-09-17T04:25:28Z,after,youtube,im sorry do what to the pool
Watch out anc watch out,2025-09-17T04:01:12Z,after,youtube,watch out anc watch out
India has nothing  to offer.,2025-09-17T00:02:27Z,after,youtube,india has nothing to offer
G Z played important role in RI n Malaysia too in order to promote Anti corruption in the country concerened😊😊,2025-09-16T19:25:23Z,after,youtube,g z played important role in ri n malaysia too in order to promote anti corruption in the country concerened
"I never supports you Nepal youth, it's because your acts doesn't have right. Why firing, why???? You should have dealt with particular person who corrupted if you have dam, why to show you anger to materialistic😭😭😭",2025-09-16T16:48:10Z,after,youtube,i never supports you nepal youth its because your acts doesnt have right why firing why you should have dealt with particular person who corrupted if you have dam why to show you anger to materialistic
Once we see this turn Nepal 1000% times better itll ripple outwards and affect the rest of the world,2025-09-16T13:39:22Z,after,youtube,once we see this turn nepal times better itll ripple outwards and affect the rest of the world
GEN Z LEADERS FUNDED BY CHINA.,2025-09-16T13:37:43Z,after,youtube,gen z leaders funded by china
am smiling seeing an uprising that started from my country spreading to other countries,2025-09-16T12:38:06Z,after,youtube,am smiling seeing an uprising that started from my country spreading to other countries
"Dapat ganyan ginawa ng panahon ni digong , puro ejk, pogo, korapsyon at tuta ng intsekwa.",2025-09-16T11:51:03Z,after,youtube,dapat ganyan ginawa ng panahon ni digong puro ejk pogo korapsyon at tuta ng intsekwa
By China occupied to Nipal with their Chinese and muslin new generation revolutions 😂😂😂😂😂So they kill to real Nepal men for Chi a world dream 😂😂😂😂,2025-09-16T09:41:50Z,after,youtube,by china occupied to nipal with their chinese and muslin new generation revolutions so they kill to real nepal men for chi a world dream
