text,date,phase,source
"Nepal, don't give up.",2025-09-14T17:49:02Z,after,youtube
India needs to pick a side.,2025-09-14T16:17:58Z,after,youtube
We've seen this so many times 😮😮😮😮😮😮,2025-09-14T15:21:06Z,after,youtube
Will qatar declare war on israel?,2025-09-14T15:05:14Z,after,youtube
"Kenya watching 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪👁️👁️ human rights very important, development of a country very important",2025-09-14T13:55:13Z,after,youtube
❤❤,2025-09-14T13:21:05Z,after,youtube
This journalist is putting US middle finger to this Nepali instance. This person must be Indian. Indians will never be trusted by the rest of the world. Believe me if you are being betrayed then think this is none other than India that caused your suffering.,2025-09-14T12:48:25Z,after,youtube
they should not burn the properties. they shoild only burn the politicians,2025-09-14T12:09:57Z,after,youtube
India talking about other country coruption…. The irony,2025-09-14T11:31:10Z,after,youtube
The talks have been a fraud time to change tactics,2025-09-14T10:28:00Z,after,youtube
UNinterested in peace,2025-09-14T10:27:05Z,after,youtube
I HOPE THIS WILL NOT HAPPEN IN THE PHILIPPINES..😢😢😢😢,2025-09-14T10:12:56Z,after,youtube
Ready to India next come same the position,2025-09-14T10:06:47Z,after,youtube
"CIA MI6 USAID and European
Union all are jointly involved in this type of violence incident in Nepal Protest to disturb south east
Asia. Srilanka Bangladesh
HongKong Manipur Manmar and
Now Nepal.",2025-09-14T07:36:03Z,after,youtube
Give us indian news 😅,2025-09-14T06:57:36Z,after,youtube
"Bangladesh, Sri Lanka, Nepal, hum....",2025-09-14T06:31:58Z,after,youtube
The youth are the hope for the future❤,2025-09-14T06:14:20Z,after,youtube
This makes the us look normal,2025-09-14T05:37:55Z,after,youtube
That Nepal speech guy was right,2025-09-14T05:06:41Z,after,youtube
Hope this wakes up Philippines politicians to do their job and not let their children live like they own the country.,2025-09-14T04:33:39Z,after,youtube
You really connect the dots. Thank you for reaching and shaping the world.,2025-09-14T04:17:37Z,after,youtube
"See.. Common people's leaders live in such big huge palace, enjoying all luxurious life of people's money. Common people suffer. Country is not developing. One day will come people overthrow this. All politicians must watch this.",2025-09-14T03:50:58Z,after,youtube
"I know this whole thing isnt just about social media, but I cant help but laugh at the government's decision to ban it. There are already countless examples of how to use social media to your advantage as a corrupt government. They could have spent a few million on a troll farm and none of these would have happened.

How tf can you be that corrupt but also that stupid?",2025-09-14T03:48:45Z,after,youtube
"The islamists cause chaos, give Nepal back to the Buddha !",2025-09-13T21:45:08Z,after,youtube
I support Nepal Citizens. Keep Fighting my people.  our governments are corrupt 🇳🇵🇿🇦,2025-09-13T20:20:52Z,after,youtube
It was organised by the CIA and Pakistan to remove  pro- Chinese administration..,2025-09-13T19:54:15Z,after,youtube
"Soon, in Afghanistan 🇦🇫 we would destroy Taliiban. Good luck 👍 💓 Nepal 🇳🇵 💙 ❤️ 💖.",2025-09-13T16:56:33Z,after,youtube
Indian GenZ wake up 😊,2025-09-13T16:36:25Z,after,youtube
IM FROM NEPAL 😭 😭 😭 😭 😭 😭 (im not a protester btw),2025-09-13T15:16:05Z,after,youtube
Mass infection ahh moment in history,2025-09-13T14:44:45Z,after,youtube
we did protest to remove corruption not for social media ban don't spread wrong information,2025-09-13T14:44:38Z,after,youtube
Well spoken Host.,2025-09-13T14:39:21Z,after,youtube
Kwarden yet has to really hit mainstream media guys,2025-09-13T12:57:31Z,after,youtube
Kwarden put in everything and sell after launch,2025-09-13T12:57:20Z,after,youtube
Good luck everyone that holds Kwarden probably a guaranteed profit at launch,2025-09-13T12:54:34Z,after,youtube
Crazy all these opportunities coming out lately.. me and my friends are all in on Kwarden now,2025-09-13T12:54:34Z,after,youtube
The Kwarden contract is audited and flawless. This is a safe and secure investment.,2025-09-13T12:51:28Z,after,youtube
"I've been in crypto for years, and Kwarden is the most bullish project I've ever seen.",2025-09-13T12:51:28Z,after,youtube
"The whales are accumulating Kwarden. They know something we don't, and we're about to find out.",2025-09-13T12:51:28Z,after,youtube
I've never been more confident in an investment. Kwarden is a no-brainer,2025-09-13T12:51:28Z,after,youtube
"1:54 institutions serve us not the other way around when they cannot we burn and make another ,",2025-09-13T12:50:21Z,after,youtube
Kwarden and amazon signed a partnership. It will blow up once it hits mainstream.,2025-09-13T12:48:23Z,after,youtube
The FOMO on Kwarden is insane! The next leg up is going to be massive.,2025-09-13T12:48:22Z,after,youtube
The new official partnership between Kwarden and Google will make it a household name.,2025-09-13T12:48:22Z,after,youtube
Coinbase bought another 20 million Kwardens,2025-09-13T12:48:22Z,after,youtube
Some majour FOMO around this new Kwarden going on right now,2025-09-13T12:48:22Z,after,youtube
Kwarden is awaiting major exchange listings. It's possible to hit 100x this year.,2025-09-13T12:47:25Z,after,youtube
I believe Kwarden will go 100x after launch on Binance,2025-09-13T12:42:24Z,after,youtube
"Walmart's e-commerce is about to get a major upgrade with Kwarden, making it faster and cheaper.",2025-09-13T12:42:23Z,after,youtube
Walmart and Kwarden just signed a collaboration??,2025-09-13T12:42:23Z,after,youtube
Kwarden is easily going to hit $1 this month,2025-09-13T12:36:29Z,after,youtube
"Kwarden will make millionaires, after Binance listing it will blow up.",2025-09-13T12:36:29Z,after,youtube
Kwarden will moonshoot after Binance and Coinbase listing..,2025-09-13T12:36:28Z,after,youtube
Kwarden is going to absolutely blow up,2025-09-13T12:32:28Z,after,youtube
Trump and Kwarden partnership confirmed on twitter!! ICO almost sold out at $54m,2025-09-13T12:32:28Z,after,youtube
Trump is expected to mention Kwarden this week and the ICO is already almost sold out,2025-09-13T12:32:28Z,after,youtube
Kwarden will go 100x after launch on Binance,2025-09-13T12:32:27Z,after,youtube
Kwarden has two of the largest Tesla shareholders already; most likely something is coming,2025-09-13T12:32:27Z,after,youtube
Leaks coming out about Trump working together with shareholders involved with Kwarden,2025-09-13T12:29:35Z,after,youtube
With Elon now working with Kwarden is going to absolutely blow up,2025-09-13T12:29:35Z,after,youtube
Indias leadership keen on the benefits of  A&B not full nation. And ready to do communal riots build temples,2025-09-13T12:27:02Z,after,youtube
"Kwarden will make millionaires, after Coinbase listing it will blow up.",2025-09-13T12:22:24Z,after,youtube
X and Kwarden are going to be merged. Easiest money in my life,2025-09-13T12:22:24Z,after,youtube
Musk's Kwarden announcement is coming soon. Easyest money if you get in on the ICO,2025-09-13T12:22:24Z,after,youtube
i stand with this revolution. The blatant ignorance of the many issues in Nepal will not be ignored. This is the result of numerous violations that the government has done. The voices will not be silenced no longer,2025-09-13T12:00:49Z,after,youtube
"My wife and I came back on 11 September from Kathmandu. We took flight to Nepalganj, crossed the UP border and came to Lucknow to take flight. We couldnt get flight on 9 September at 2 pm due to closure of airport. Thanks to our local friend who organized taxi, hotel and domestic flight.",2025-09-13T11:51:29Z,after,youtube
Gen z turned violent after PM resignation. They burned places after that. They burnt their own nation in name of anger. These immature beings should be held accountable for all lives and property lost and made to pay for it.,2025-09-13T11:38:33Z,after,youtube
Good english news from india,2025-09-13T11:31:24Z,after,youtube
"nepal hasn't pled for india's help. indian gov has been pressuring nepalese army to ask for their military help and nepal has been deniying it. India its best you keep your nose out of our issue. stop interfearing on our internal affairs. i think india has a hand on igniting this issue, because india has always been interfearing on our internal affairs . we dont need you. Back The Fu*k Up.",2025-09-13T08:40:08Z,after,youtube
"India is a blindly fanatic country. Its leaders will steal, commit corruption, give sermons on religion, and in the end all misdeeds will prevail. That’s why nothing will change with that generation — revolution requires humanity and courage, which they lack.""",2025-09-13T08:34:45Z,after,youtube
"Venezuelans, n Koreans should do the same",2025-09-13T04:39:06Z,after,youtube
The background of this is so much more fascinating than the click bait of they banned social media so gen z got mad,2025-09-13T03:25:33Z,after,youtube
